,ch_n,ch_e,station_name,lat,lon,commune_id,name,canton
844,1211377.49,2666196.1380000003,Luzern,47.050123383999995,8.30981609859,1061.0,Luzern,LU
845,1211378.394,2666197.761,Luzern,47.050131353000005,8.30983758865,1061.0,Luzern,LU
846,1211386.237,2666236.731,Luzern,47.0501980046,8.31035156415,1061.0,Luzern,LU
847,1266272.197,2611342.6569999997,Basel SBB,47.5470739777,7.58929305421,2701.0,Basel,BS
848,1266270.228,2611442.864,Basel SBB,47.5470545405,7.590624110619999,2701.0,Basel,BS
849,1266237.507,2611548.773,Basel SBB,47.5467584131,7.59203011465,2701.0,Basel,BS
850,1259320.615,2622053.318,Liestal,47.484281598100004,7.731224739580001,2829.0,Liestal,BL
851,1256965.707,2628140.213,Sissach,47.462870011999996,7.81183580783,2861.0,Sissach,BL
852,1256967.011,2628140.6980000003,Sissach,47.4628817193,7.81184232222,2861.0,Sissach,BL
853,1244621.804,2635501.94,Olten,47.3514932653,7.90849028345,2581.0,Olten,SO
854,1237592.946,2638140.469,Zofingen,47.2881269572,7.94281296903,4289.0,Zofingen,AG
855,1237576.207,2638182.042,Zofingen,47.2879740003,7.943361094,4289.0,Zofingen,AG
856,1226049.0829999999,2643991.59,Wauwil,47.1839334946,8.01902969377,1146.0,Wauwil,LU
857,1221114.818,2653083.735,Nottwil,47.1388856663,8.138400531810001,1094.0,Nottwil,LU
858,1218622.69,2657466.531,Sempach-Neuenkirch,47.1161044945,8.1958560092,1093.0,Neuenkirch,LU
859,1215859.326,2663364.363,Rothenburg Dorf,47.0907117208,8.27317800957,1024.0,Emmen,LU
860,1211132.148,2666204.011,Luzern,47.047915881499996,8.30988386457,1061.0,Luzern,LU
861,1211376.9009999998,2666226.414,Luzern,47.050115063,8.31021443218,1061.0,Luzern,LU
862,1211379.205,2666199.531,Luzern,47.0501384708,8.30986099959,1061.0,Luzern,LU
863,1211385.553,2666231.261,Luzern,47.0501923988,8.31027948114,1061.0,Luzern,LU
864,1261247.834,2621137.294,Frenkendorf-Fullinsdorf,47.5016447444,7.71916228398,2824.0,Frenkendorf,BL
865,1259362.028,2622042.187,Liestal,47.484654434,7.73107909848,2829.0,Liestal,BL
866,1259361.584,2622043.461,Liestal,47.4846503981,7.731095979889999,2829.0,Liestal,BL
867,1259315.433,2622089.878,Liestal,47.4842337676,7.731709554460001,2829.0,Liestal,BL
868,1257449.055,2626268.5930000003,Itingen,47.4672944618,7.78704199447,2849.0,Itingen,BL
869,1256940.3290000001,2628228.7819999997,Sissach,47.4626379765,7.81300884278,2861.0,Sissach,BL
870,1257326.076,2630805.066,Gelterkinden,47.4659919275,7.84720294332,2846.0,Gelterkinden,BL
871,1257316.229,2630846.23,Gelterkinden,47.4659014386,7.8477482279199995,2846.0,Gelterkinden,BL
872,1229761.475,2640932.184,Dagmersellen,47.2175208236,7.979003830419999,1125.0,Dagmersellen,LU
873,1229747.788,2640934.107,Dagmersellen,47.21739759770001,7.979027973360001,1125.0,Dagmersellen,LU
874,1227040.33,2640817.199,Nebikon,47.1930526688,7.977239529019999,1137.0,Nebikon,LU
875,1224621.325,2650001.35,Sursee,47.1706647935,8.09815750937,1103.0,Sursee,LU
876,1214514.1509999998,2663653.327,Emmenbrucke Gersag,47.0785849492,8.27679438116,1024.0,Emmen,LU
877,1214444.196,2663656.476,Emmenbrucke Gersag,47.077955441,8.276826006830001,1024.0,Emmen,LU
878,1211374.057,2666203.72,Luzern,47.0500917491,8.30991537307,1061.0,Luzern,LU
879,1211378.5320000001,2666239.508,Luzern,47.050128424899995,8.31038698218,1061.0,Luzern,LU
880,1261247.798,2621136.53,Frenkendorf-Fullinsdorf,47.501644445100005,7.7191521423500005,2824.0,Frenkendorf,BL
881,1257314.728,2630855.024,Gelterkinden,47.465887527,7.84786476023,2846.0,Gelterkinden,BL
882,1257321.985,2630871.319,Gelterkinden,47.4659520322,7.8480813844199995,2846.0,Gelterkinden,BL
883,1255114.0,2633860.566,Tecknau,47.4459467984,7.887560762330001,2862.0,Tecknau,BL
884,1232426.23,2640143.409,Reiden,47.2415370959,7.968828413380001,1140.0,Reiden,LU
885,1224643.801,2649986.9869999997,Sursee,47.1708680376,8.097970556569999,1103.0,Sursee,LU
886,1211133.154,2666205.62,Luzern,47.0479247693,8.30990518443,1061.0,Luzern,LU
887,1211374.707,2666209.605,Luzern,47.0500970079,8.30999291216,1061.0,Luzern,LU
888,1211377.112,2666228.36,Luzern,47.0501167664,8.31024007157,1061.0,Luzern,LU
889,1211376.5320000001,2666194.645,Luzern,47.050114916400005,8.309796311389999,1061.0,Luzern,LU
890,1192188.478,2613956.239,Konolfingen,46.8806713109,7.6217245447,612.0,Konolfingen,BE
891,1196831.9009999998,2631018.964,Trubschachen,46.921863823500004,7.8458819739,909.0,Trubschachen,BE
892,1210012.419,2656521.1459999997,Malters,47.038740363900004,8.18232481986,1062.0,Malters,LU
893,1192192.193,2613909.926,Konolfingen,46.8807056945,7.62111708285,612.0,Konolfingen,BE
894,1204913.081,2647443.585,Entlebuch,46.993584265600006,8.062356646689999,1002.0,Entlebuch,LU
895,1209992.353,2656505.6969999997,Malters,47.0385611941,8.18211905675,1062.0,Malters,LU
896,1196032.634,2609592.444,Worb SBB,46.915327277399996,7.56455674277,627.0,Worb,BE
897,1192393.951,2610821.357,Tagertschi,46.8825777091,7.580603206389999,616.0,Münsingen,BE
898,1196596.501,2621898.6769999997,Signau,46.920108857200006,7.726131404660001,907.0,Signau,BE
899,1211988.222,2650386.42,Werthenstein,47.05700643390001,8.10182897243,1098.0,Ruswil,LU
900,1199740.771,2623500.133,Emmenmatt,46.9483373903,7.74731805695,903.0,Lauperswil,BE
901,1198743.8290000001,2626317.88,Langnau i.E.,46.93926433399999,7.784272501819999,902.0,Langnau im Emmental,BE
902,1203200.9309999999,2646294.224,Hasle LU,46.9782648653,8.04707259099,1005.0,Hasle (LU),LU
903,1209900.449,2653546.587,Schachen LU,47.0379800193,8.14317510414,1009.0,Werthenstein,LU
904,1211669.156,2662192.156,Littau,47.0531344181,8.25716498582,1061.0,Luzern,LU
905,1194329.39,2617100.543,Zaziwil,46.8998561501,7.663054291910001,628.0,Zäziwil,BE
906,1194353.061,2619755.644,Bowil,46.8999956939,7.69789960796,605.0,Bowil,BE
907,1198742.471,2626316.768,Langnau i.E.,46.9392521626,7.784257819410001,902.0,Langnau im Emmental,BE
908,1196122.122,2637911.3680000002,Escholzmatt,46.915122268100006,7.936311346,1010.0,Escholzmatt-Marbach,LU
909,1200091.898,2643879.11,Schupfheim,46.9504633239,8.01503224157,1008.0,Schüpfheim,LU
910,1239588.4270000001,2633326.2830000003,Rothrist,47.3063353078,7.879322651639999,4282.0,Rothrist,AG
911,1235023.4409999999,2629782.462,Murgenthal,47.2654453475,7.832158817460001,4279.0,Murgenthal,AG
912,1212190.297,2613902.555,Burgdorf,47.0605910454,7.621629549369999,404.0,Burgdorf,BE
913,1212171.978,2613837.435,Burgdorf,47.0604276236,7.620771821810001,404.0,Burgdorf,BE
914,1226400.865,2619892.614,Herzogenbuchsee,47.1882601517,7.70110001026,979.0,Herzogenbuchsee,BE
915,1212200.35,2613855.141,Burgdorf,47.0606824603,7.621005748180001,404.0,Burgdorf,BE
916,1210967.672,2608121.477,Hindelbank,47.0496890579,7.54551170876,409.0,Hindelbank,BE
917,1205621.898,2601858.2,Zollikofen,47.001650077200004,7.4630640759,546.0,Münchenbuchsee,BE
918,1205535.86,2601794.228,Zollikofen,47.000876327,7.462222613139999,546.0,Münchenbuchsee,BE
919,1201848.586,2601987.911,Bern Wankdorf,46.967708333900006,7.464753654039999,351.0,Bern,BE
920,1199780.646,2600092.276,Bern,46.9491096483,7.439844559910001,351.0,Bern,BE
921,1199773.269,2600085.858,Bern,46.9490432911,7.4397602551699995,351.0,Bern,BE
922,1229704.011,2626217.144,Langenthal,47.217750610500005,7.78473953416,329.0,Langenthal,BE
923,1217144.298,2617066.264,Wynigen,47.1050781744,7.66345938862,424.0,Wynigen,BE
924,1212538.453,2610836.473,Lyssach,47.063779634899994,7.58127915096,415.0,Lyssach,BE
925,1212526.018,2610820.1,Lyssach,47.063668048500006,7.581063325800001,415.0,Lyssach,BE
926,1205537.702,2601794.7369999997,Zollikofen,47.0008928946,7.46222931263,546.0,Münchenbuchsee,BE
927,1199757.105,2600097.185,Bern,46.9488978927,7.43990904147,351.0,Bern,BE
928,1226399.85,2619896.522,Herzogenbuchsee,47.188250904899995,7.70115152905,979.0,Herzogenbuchsee,BE
929,1205551.045,2601815.995,Zollikofen,47.00101286060001,7.462508870880001,546.0,Münchenbuchsee,BE
930,1199768.14,2600100.43,Bern,46.9489971544,7.439951667130001,351.0,Bern,BE
931,1199766.817,2600099.934,Bern,46.948985253800004,7.439945151789999,351.0,Bern,BE
932,1199774.662,2600086.788,Bern,46.9490558213,7.4397724713399995,351.0,Bern,BE
933,1233479.6670000001,2628452.4069999997,Roggwil-Wynau,47.2516185017,7.81448680443,337.0,Roggwil (BE),BE
934,1229655.1509999998,2626194.2369999997,Langenthal,47.2173120426,7.78443428872,329.0,Langenthal,BE
935,1212190.054,2613905.732,Burgdorf,47.0605887932,7.621671360580001,404.0,Burgdorf,BE
936,1207544.49,2604554.815,Schonbuhl SBB,47.0189311799,7.4985395311800005,551.0,Urtenen-Schönbühl,BE
937,1199779.561,2600091.036,Bern,46.949099888599996,7.43982827168,351.0,Bern,BE
938,1199778.476,2600089.8880000003,Bern,46.9490901289,7.439813191930001,351.0,Bern,BE
939,1199777.297,2600088.772,Bern,46.9490795236,7.439798532519999,351.0,Bern,BE
940,1199767.686,2600098.57,Bern,46.948993070600004,7.43992723487,351.0,Bern,BE
941,1199775.9640000002,2600087.78,Bern,46.949067533000004,7.439785501930001,351.0,Bern,BE
942,1199763.471,2600099.955,Bern,46.9489551559,7.4399454274300005,351.0,Bern,BE
943,1211816.117,2648692.549,Wolhusen,47.0555849304,8.079516344360002,1107.0,Wolhusen,LU
944,1229634.503,2626211.846,Langenthal,47.2171256259,7.784665553460001,329.0,Langenthal,BE
945,1229634.0,2626211.262,Langenthal,47.2171211247,7.784657814610001,329.0,Langenthal,BE
946,1229618.076,2626194.422,Langenthal,47.2169785616,7.784434578189999,329.0,Langenthal,BE
947,1192147.818,2613938.478,Konolfingen,46.8803059349,7.621490302660001,612.0,Konolfingen,BE
948,1220794.637,2594886.133,Buren an der Aare,47.138110369399996,7.371217870689999,383.0,Büren an der Aare,BE
949,1218664.781,2592364.727,Dotzigen,47.118928068,7.338016988550001,386.0,Dotzigen,BE
950,1244307.937,2634682.54,Olten Hammer,47.348713859499995,7.89762157905,2581.0,Olten,SO
951,1240514.404,2627254.251,Egerkingen,47.3149422048,7.79908535352,2401.0,Egerkingen,SO
952,1237187.7140000002,2620544.7819999997,Oensingen,47.28526318,7.710196176269999,2407.0,Oensingen,SO
953,1231241.252,2616466.119,Wangen an der Aare,47.2318915951,7.65606593758,992.0,Wangen an der Aare,BE
954,1228149.8490000002,2607938.472,Solothurn,47.2042422225,7.54340273158,2601.0,Solothurn,SO
955,1228668.78,2606276.635,Solothurn Allmend,47.208927540299996,7.52147637725,2601.0,Solothurn,SO
956,1227751.565,2601379.884,Selzach,47.2007053297,7.45683896728,2556.0,Selzach,SO
957,1227113.835,2599192.142,Bettlach,47.19496984640001,7.42796752369,2543.0,Bettlach,SO
958,1220232.834,2585184.16,Biel/Bienne,47.132909785200006,7.2433449327699995,371.0,Biel/Bienne,BE
959,1220242.535,2585169.563,Biel/Bienne,47.1329967151,7.24315221344,371.0,Biel/Bienne,BE
960,1244640.277,2635408.221,Olten,47.3516644492,7.9072514086300005,2581.0,Olten,SO
961,1235519.619,2619400.569,Niederbipp,47.2702940893,7.69499975764,981.0,Niederbipp,BE
962,1229710.5990000002,2613649.035,Deitingen,47.2181879136,7.61881969267,2516.0,Deitingen,SO
963,1228138.646,2607931.018,Solothurn,47.2041415439,7.543304155510001,2601.0,Solothurn,SO
964,1228415.625,2607087.018,Solothurn West,47.2066423838,7.532169086889999,2601.0,Solothurn,SO
965,1225395.578,2594540.153,Lengnau,47.1794920237,7.3666006899,387.0,Lengnau (BE),BE
966,1220230.021,2585190.024,Biel/Bienne,47.1328846148,7.24342231727,371.0,Biel/Bienne,BE
967,1244638.781,2635408.079,Olten,47.351651001499995,7.9072494112100005,2581.0,Olten,SO
968,1242247.206,2630634.339,Hagendorf,47.3303794392,7.8439071790199995,2579.0,Hägendorf,SO
969,1239437.275,2625198.1769999997,Oberbuchsiten,47.305335720200006,7.771832086769999,2406.0,Oberbuchsiten,SO
970,1228150.173,2607940.005,Solothurn,47.204245118500005,7.54342297031,2601.0,Solothurn,SO
971,1223061.367,2589079.097,Biel/Bienne Bozingenfeld/Champ,47.1584280879,7.29461414425,371.0,Biel/Bienne,BE
972,1220243.678,2585170.105,Biel/Bienne,47.1330070083,7.243159319660001,371.0,Biel/Bienne,BE
973,1244613.663,2635429.234,Olten,47.3514239509,7.907527405810001,2581.0,Olten,SO
974,1237188.79,2620545.929,Oensingen,47.285272822399996,7.71021138678,2407.0,Oensingen,SO
975,1229581.611,2610969.206,Luterbach-Attisholz,47.217077378199996,7.58343805005,2527.0,Luterbach,SO
976,1228131.652,2607844.444,Solothurn,47.204079659499996,7.542161403220001,2601.0,Solothurn,SO
977,1226435.988,2596948.639,Grenchen Sud,47.188866007200005,7.39836681222,2546.0,Grenchen,SO
978,1226433.0159999998,2596949.503,Grenchen Sud,47.18883927899999,7.39837823293,2546.0,Grenchen,SO
979,1224519.3190000001,2592561.8540000003,Pieterlen,47.1715907734,7.3405171086,392.0,Pieterlen,BE
980,1221571.233,2587432.877,Biel Mett,47.1449952301,7.27294717258,371.0,Biel/Bienne,BE
981,1220245.981,2585171.1890000002,Biel/Bienne,47.1330277478,7.243173531539999,371.0,Biel/Bienne,BE
982,1243487.736,2632508.167,Wangen bei Olten,47.3414474696,7.868786626889999,2586.0,Wangen bei Olten,SO
983,1228136.625,2607931.4790000003,Solothurn,47.2041233601,7.54331020464,2601.0,Solothurn,SO
984,1228670.5659999999,2605232.5319999997,Bellach,47.208952588500004,7.5076947492,2542.0,Bellach,SO
985,1220244.8390000002,2585170.647,Biel/Bienne,47.1330174635,7.24316642528,371.0,Biel/Bienne,BE
986,1220241.393,2585168.983,Biel/Bienne,47.1329864299,7.2431446063300005,371.0,Biel/Bienne,BE
987,1178117.242,2614591.387,Thun,46.7540823266,7.62960955124,942.0,Thun,BE
988,1201752.507,2601949.876,Bern Wankdorf,46.966844198000004,7.4642534697,351.0,Bern,BE
989,1178227.489,2614588.7909999997,Thun,46.7550740993,7.629579071389999,942.0,Thun,BE
990,1194248.561,2608126.753,Rubigen,46.8992985286,7.545284505589999,623.0,Rubigen,BE
991,1191398.793,2609209.879,Munsingen,46.873650113900005,7.559441678510001,616.0,Münsingen,BE
992,1187783.892,2609925.184,Wichtrach,46.841122791400004,7.568746348360001,632.0,Wichtrach,BE
993,1185361.1509999998,2610438.6969999997,Kiesen,46.8193216317,7.575423090989999,611.0,Kiesen,BE
994,1178159.848,2614639.19,Thun,46.7544645408,7.630236555680001,942.0,Thun,BE
995,1178157.513,2614637.159,Thun,46.7544435809,7.630209899339999,942.0,Thun,BE
996,1200605.75,2603271.025,Ostermundigen,46.956523887799996,7.48160525995,363.0,Ostermundigen,BE
997,1198133.32,2605110.372,Gumligen,46.934272524099995,7.505742175589999,356.0,Muri bei Bern,BE
998,1178261.898,2614526.955,Thun,46.7553849672,7.62877083007,942.0,Thun,BE
999,1178242.728,2614521.841,Thun,46.7552126364,7.62870329089,942.0,Thun,BE
1000,1201752.49,2601948.973,Bern Wankdorf,46.96684404770001,7.46424160423,351.0,Bern,BE
1001,1194251.41,2608148.758,Rubigen,46.89932388890001,7.54557333767,623.0,Rubigen,BE
1002,1187816.188,2609937.065,Wichtrach,46.8414131279,7.56890279773,632.0,Wichtrach,BE
1003,1185381.116,2610415.9790000003,Kiesen,46.8195015774,7.575125847939999,611.0,Kiesen,BE
1004,1178211.287,2614592.151,Thun,46.754928282600005,7.62962253406,942.0,Thun,BE
1005,1178193.116,2614622.398,Thun,46.754764166899996,7.6300178370800005,942.0,Thun,BE
1006,1200601.24,2603288.183,Ostermundigen,46.9564832367,7.481830640389999,363.0,Ostermundigen,BE
1007,1198138.142,2605066.309,Gumligen,46.9343162319,7.505163593060001,356.0,Muri bei Bern,BE
1008,1191403.5890000002,2609185.242,Munsingen,46.873693593599995,7.5591186063,616.0,Münsingen,BE
1009,1182586.844,2610982.227,Uttigen,46.794357060500005,7.58247921487,885.0,Uttigen,BE
1010,1178223.5790000001,2614590.74,Thun,46.755038884799994,7.62960445645,942.0,Thun,BE
1011,1211968.531,2592425.049,Suberg-Grossaffoltern,47.0586965296,7.33892515858,303.0,Grossaffoltern,BE
1012,1213916.6090000002,2589946.486,Lyss,47.0761861446,7.30625750494,306.0,Lyss,BE
1013,1216396.211,2590887.528,Busswil,47.098503693699996,7.31859762212,306.0,Lyss,BE
1014,1210094.528,2595995.978,Schupfen,47.0418714839,7.38594439359,311.0,Schüpfen,BE
1015,1213915.019,2589947.101,Lyss,47.0761718521,7.306265638119999,306.0,Lyss,BE
1016,1217868.76,2589535.0730000003,Studen BE,47.1117289437,7.300748371419999,749.0,Studen (BE),BE
1017,1213916.186,2589969.233,Lyss,47.0761826873,7.3065570192100004,306.0,Lyss,BE
1018,1207832.108,2601023.555,Munchenbuchsee,47.0215327964,7.452094379269999,546.0,Münchenbuchsee,BE
1019,1207822.053,2600999.484,Munchenbuchsee,47.021442385200004,7.45177774367,546.0,Münchenbuchsee,BE
1020,1219183.32,2587819.006,Brugg BE,47.1235236566,7.27810262747,733.0,Brügg,BE
1021,1193055.346,2590913.174,Flamatt,46.8885509496,7.31940670717,2309.0,Wünnewil-Flamatt,FR
1022,1185366.005,2564817.144,Cousset,46.8185117489,6.977604270830001,2029.0,Montagny (FR),FR
1023,1186478.664,2567403.548,Lechelles,46.8286524165,7.01141576969,2053.0,Belmont-Broye,FR
1024,1185145.403,2574614.204,Belfaux CFF,46.8169745016,7.10599381983,2175.0,Belfaux,FR
1025,1186531.879,2563255.149,Corcelles-Sud,46.8289143699,6.95704262046,5816.0,Corcelles-près-Payerne,VD
1026,1186818.561,2571562.242,Grolley,46.8319011609,7.06589873359,2200.0,Grolley,FR
1027,1185112.137,2576429.575,Givisiez,46.81674226729999,7.1297828691600005,2197.0,Givisiez,FR
1028,1183532.8020000001,2547182.687,Yvonand,46.8008536257,6.74674748164,5939.0,Yvonand,VD
1029,1185134.3229999999,2558074.4,Cugy FR,46.816036175200004,6.889272416310001,2011.0,Cugy (FR),FR
1030,1185506.386,2561937.887,Payerne,46.819615658500005,6.93986420927,5822.0,Payerne,VD
1031,1185507.678,2561938.994,Payerne,46.8196273438,6.939878607230001,5822.0,Payerne,VD
1032,1188325.11,2554567.648,Estavayer-le-Lac,46.8445069137,6.8430060820700005,2054.0,Estavayer,FR
1033,1185291.076,2550218.647,Cheyres,46.81690379810001,6.7863236527,2055.0,Cheyres-Châbles,FR
1034,1181513.7340000002,2540722.707,Yverdon-Champ Pittet,46.7821473631,6.66239150811,5938.0,Yverdon-les-Bains,VD
1035,1157884.692,2552227.738,Chatillens,46.57052560859999,6.81550715908,5805.0,Oron,VD
1036,1178773.627,2558416.14,Granges-Marnand,46.758842093199995,6.89432979857,5831.0,Valbroye,VD
1037,1192658.63,2569658.599,Avenches,46.8843493466,7.040558391719999,5451.0,Avenches,VD
1038,1200025.1570000001,2578284.643,Galmiz,46.95095135060001,7.153376947889999,2259.0,Galmiz,FR
1039,1202717.722,2581306.492,Kerzers,46.975263607799995,7.192960768580001,2265.0,Kerzers,FR
1040,1210377.121,2587826.056,Aarberg,47.0443127464,7.27843407209,301.0,Aarberg,BE
1041,1168735.15,2551320.649,Moudon,46.668062595600006,6.80252580583,5678.0,Moudon,VD
1042,1173123.0829999999,2554385.9280000003,Lucens,46.7077500678,6.84214245279,5675.0,Lucens,VD
1043,1176135.527,2556544.089,Henniez,46.734992116,6.8700775193300005,5819.0,Henniez,VD
1044,1190925.515,2567453.335,Domdidier,46.8686551045,7.01175024996,2053.0,Belmont-Broye,FR
1045,1198597.887,2576753.6380000003,Muntelier-Lowenberg,46.938060856899995,7.13333891805,2275.0,Murten,FR
1046,1209916.107,2586513.538,Bargen,47.040140361700004,7.26117653464,302.0,Bargen (BE),BE
1047,1156387.227,2553242.5409999997,Palezieux-Village,46.5571273468,6.82889564762,5805.0,Oron,VD
1048,1162325.388,2551922.2909999997,Ecublens-Rue,46.610448945200005,6.811058797239999,2072.0,Ecublens (FR),FR
1049,1168732.9309999999,2551318.617,Moudon,46.6680424867,6.80249948969,5678.0,Moudon,VD
1050,1187257.017,2563535.135,Corcelles-Nord,46.8354525523,6.96065407719,5816.0,Corcelles-près-Payerne,VD
1051,1205366.265,2582310.935,Fraschels,46.9991151045,7.206057464550001,2258.0,Fräschels,FR
1052,1189374.279,2565451.904,Dompierre,46.854600248400004,6.985617760169999,2053.0,Belmont-Broye,FR
1053,1192667.836,2569673.805,Avenches,46.884432851899994,7.040757274610001,5451.0,Avenches,VD
1054,1197194.841,2575380.421,Murten/Morat,46.9253906147,7.1153808962800005,2275.0,Murten,FR
1055,1208296.781,2584535.208,Kallnach,47.0255310723,7.235201405660001,304.0,Kallnach,BE
1056,1213566.778,2589215.672,Lyss Grien,47.073027853199996,7.296643435599999,306.0,Lyss,BE
1057,1195308.2820000001,2572270.726,Faoug,46.9082978279,7.074666838580001,5458.0,Faoug,VD
1058,1204329.505,2581794.383,Kerzers Papiliorama,46.9897753472,7.199307705800001,2265.0,Kerzers,FR
1059,1149373.331,2548323.373,Puidoux,46.493672733500006,6.76553625997,5607.0,Puidoux,VD
1060,1183609.4540000001,2578045.7180000003,Fribourg/Freiburg,46.8032806554,7.15103205134,2196.0,Fribourg,FR
1061,1184913.2859999998,2578437.394,Fribourg/Freiburg Poya,46.8150218782,7.15610123852,2196.0,Fribourg,FR
1062,1184926.188,2578424.19,Fribourg/Freiburg Poya,46.815137506000006,7.155927617160001,2196.0,Fribourg,FR
1063,1188927.03,2581012.38,Dudingen,46.851205444499996,7.1896732517399995,2293.0,Düdingen,FR
1064,1191206.39,2587953.196,Wunnewil,46.8718717074,7.28061858122,2309.0,Wünnewil-Flamatt,FR
1065,1197208.271,2595294.328,Niederwangen,46.9259534447,7.376847504960001,355.0,Köniz,BE
1066,1199677.001,2599853.019,Bern,46.948177307399995,7.436701816699999,351.0,Bern,BE
1067,1199673.1409999998,2599855.608,Bern,46.9481425869,7.43673582612,351.0,Bern,BE
1068,1151025.572,2549903.472,Moreillon,46.5086554603,6.7859371572,5607.0,Puidoux,VD
1069,1177647.178,2566507.0069999998,Chenens,46.749166356,7.00031417283,2177.0,Chénens,FR
1070,1182030.563,2573862.961,Matran,46.7889264408,7.0963287748,2208.0,Matran,FR
1071,1194923.179,2593794.68,Thorishaus Station,46.9053860504,7.35718870609,355.0,Köniz,BE
1072,1198496.89,2596701.684,Bern Bumpliz Sud,46.937553468199994,7.395316497889999,351.0,Bern,BE
1073,1199672.629,2599853.872,Bern,46.9481379808,7.436713023310001,351.0,Bern,BE
1074,1199677.2179999999,2599853.856,Bern,46.9481792596,7.43671281094,351.0,Bern,BE
1075,1151580.9540000001,2541636.838,La Conversion,46.5129801796,6.67816795625,5606.0,Lutry,VD
1076,1149768.133,2545027.89,Grandvaux,46.4969610912,6.72256685485,5613.0,Bourg-en-Lavaux,VD
1077,1163546.913,2554935.002,Vauderens,46.621647379399995,6.8502636682,2102.0,Ursy,FR
1078,1183609.086,2578046.417,Fribourg/Freiburg,46.8032773683,7.151041225960001,2196.0,Fribourg,FR
1079,1183610.902,2578043.191,Fribourg/Freiburg,46.803293597,7.150998877899999,2196.0,Fribourg,FR
1080,1190221.12,2585914.625,Schmitten,46.8629686326,7.2539097988300005,2305.0,Schmitten (FR),FR
1081,1151783.594,2540129.83,Pully-Nord,46.514669607100004,6.65850661429,5590.0,Pully,VD
1082,1151195.114,2543244.758,Bossiere,46.509648008,6.69916537474,5606.0,Lutry,VD
1083,1158077.284,2553876.957,Oron,46.572374087,6.83699907739,5805.0,Oron,VD
1084,1171524.116,2559733.877,Romont,46.6937120421,6.912215863069999,2096.0,Romont (FR),FR
1085,1179497.279,2571450.792,Neyruz,46.7660394208,7.06489656143,2211.0,Neyruz (FR),FR
1086,1181342.075,2571227.135,Rose,46.7826242671,7.06185235112,2174.0,Avry,FR
1087,1183611.81,2578041.523,Fribourg/Freiburg,46.8033017095,7.1509769833700005,2196.0,Fribourg,FR
1088,1188888.831,2581010.461,Dudingen,46.8508617792,7.189649687080001,2293.0,Düdingen,FR
1089,1193635.885,2593382.897,Thorishaus Dorf,46.8938025074,7.35180299499,355.0,Köniz,BE
1090,1195976.3290000001,2594187.929,Oberwangen,46.9148629771,7.36233645797,355.0,Köniz,BE
1091,1197215.993,2595327.444,Niederwangen,46.9260231433,7.3772822365,355.0,Köniz,BE
1092,1174520.79,2563467.906,Villaz-St-Pierre,46.7208835199,6.96079235195,2117.0,Villaz,FR
1093,1177860.585,2569136.3430000003,Cottens,46.7512133429,7.0347091549,2186.0,Cottens (FR),FR
1094,1182124.0520000001,2575399.184,Villars-sur-Glane,46.789826130600005,7.116442800860001,2228.0,Villars-sur-Glâne,FR
1095,1183619.344,2578017.018,Fribourg/Freiburg,46.8033686683,7.15065560484,2196.0,Fribourg,FR
1096,1183610.522,2578043.903,Fribourg/Freiburg,46.8032902024,7.151008223400001,2196.0,Fribourg,FR
1097,1242697.827,2588839.333,Courfaivre,47.3350455086,7.29096148447,6729.0,Haute-Sorne,JU
1098,1252279.459,2572945.92,Porrentruy,47.4207614936,7.080100423019999,6800.0,Porrentruy,JU
1099,1243539.943,2590846.606,Courtetelle,47.3426509582,7.31750182602,6710.0,Courtételle,JU
1100,1246362.192,2579386.778,St-Ursanne,47.3677748015,7.1657284710199995,6808.0,Clos du Doubs,JU
1101,1260299.784,2568190.996,Boncourt,47.492682164499996,7.01651524364,6774.0,Boncourt,JU
1102,1245696.047,2593300.699,Delemont,47.3620734354,7.349943303089999,6711.0,Delémont,JU
1103,1245694.572,2593301.0919999997,Delemont,47.3620601728,7.34994852773,6711.0,Delémont,JU
1104,1242731.471,2582649.101,Glovelier,47.335213483400004,7.209059115710001,6729.0,Haute-Sorne,JU
1105,1258813.57,2569200.418,Buix,47.4793636478,7.03001311845,6807.0,Basse-Allaine,JU
1106,1242886.821,2585547.555,Bassecourt,47.336681032799994,7.2474027983500005,6729.0,Haute-Sorne,JU
1107,1250522.813,2576258.631,Courgenay,47.4050903568,7.12409399354,6784.0,Courgenay,JU
1108,1252298.988,2572934.499,Porrentruy,47.420936667,7.079947885660001,6800.0,Porrentruy,JU
1109,1254407.13,2571256.183,Courchavon,47.439825901400006,7.05757080344,6783.0,Courchavon,JU
1110,1256176.331,2571105.835,Courtemaiche,47.455731389300006,7.05546277855,6807.0,Basse-Allaine,JU
1111,1257732.254,2570578.02,Grandgourt,47.4697017271,7.04836066928,6807.0,Basse-Allaine,JU
1112,1259902.086,2612994.578,Dornach-Arlesheim,47.489751914799996,7.611051393010001,2763.0,Arlesheim,BL
1113,1252058.154,2604830.215,Laufen,47.419313216099994,7.5026325930699995,2787.0,Laufen,BL
1114,1253666.0559999999,2606939.614,Zwingen,47.4337562234,7.53061043651,2793.0,Zwingen,BL
1115,1254505.193,2611546.31,Grellingen,47.4412392395,7.591695039119999,2786.0,Grellingen,BL
1116,1255866.022,2612432.983,Duggingen,47.453462512799994,7.603487496839999,2785.0,Duggingen,BL
